"가구번호","여행구분1","여행구분2","여행 월","여행 번째","당일/숙박여행 여부","여행 출발 년","여행 출발 월","여행 출발 일","여행 도착 년","여행 도착 월","여행 도착 일","여행 박","여행 일","여행 시기_주중","여행 시기_주말","여행 시기_휴가/방학","여행 시기_설날/추석","여행 시기_공휴일","여행 주 목적","여행 정보 주요 획득지_1순위","여행 정보 주요 획득지_2순위","참고한 인터넷 사이트_1순위","참고한 인터넷 사이트_2순위","동반자 수_동거 가족이나 친척","동반자 수_비동거 가족이나 친척","동반자 수_그 외 동행자","그 외 동행자 유형_친구/연인","그 외 동행자 유형_(직장)동료","그 외 동행자 유형_단체/모임","그 외 동행자 유형_기타","여행 지출 비용_총비용","여행 지출 비용_출발전 지출비용","여행지 지출비용_단체비용","여행지 지출비용_여행사 상품구입비","여행지 지출비용_숙박비","여행지 지출비용_교통비","여행지 지출비용_식/음료비","여행지 지출비용_문화/오락시설 이용료/관람료","여행지 지출비용_스포츠/레포츠 용품대여/구입비, 경기관람료","여행지 지출비용_기념품 및 쇼핑비","여행지 지출비용_여행지에서 여행관련용품 구입비","여행지 지출비용_기타비용","여행 출발 전 사전예약을 통해  이용한 서비스 여부","사전예약을 한 서비스_숙박시설","사전예약을 한 서비스_교통수단","사전예약을 한 서비스_차량대여/렌트","사전예약을 한 서비스_관광명소","사전예약을 한 서비스_레저시설","사전예약을 한 서비스_체험프로그램","사전예약을 한 서비스_기타","여행상품 구매 또는 이용 여부","구매한 여행상품","구매한 여행상품_부분 패키지 상품(교통)","구매한 여행상품_부분 패키지 상품(차량임대)","구매한 여행상품_부분 패키지 상품(숙박시설)","구매한 여행상품_부분 패키지 상품(레저시설)","구매한 여행상품_부분 패키지 상품(기타)","단체회비/단체경비에 여행상품 구매 비용 포함 여부","항목별 만족도_자연경관","항목별 만족도_문화유산","항목별 만족도_교통","항목별 만족도_숙박시설","항목별 만족도_식당 및 음식","항목별 만족도_쇼핑","항목별 만족도_관광정보 및 안내시설","항목별 만족도_관광지 편의시설","항목별 만족도_지역 관광종사자의 친절성","항목별 만족도_체험프로그램","항목별 만족도_관광지 물가","항목별 만족도_관광지 혼잡도","가중치"
10149,2,2,10,201400,2,2017,10,2,2017,10,9,7,8,1,2,,4,5,1,2,1,,,4,1,1,1,,,,30100000,0,0,20000000,0,100000,1000000,1000000,1000000,7000000,0,0,1,1,2,,,,,,1,1,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,3494.4892104162
10151,1,1,3,107202,2,2017,3,8,2017,3,9,1,2,1,,,,,1,3,7,,,2,1,1,,,,,150000,0,0,0,50000,30000,70000,0,0,0,0,0,2,,,,,,,,1,2,1,,,,,,4,4,4,4,4,9,4,3,3,4,4,4,4102.70346136337
10151,1,1,5,107204,1,2017,5,10,2017,5,10,0,1,1,,,,,1,2,3,,,3,1,1,,,,,99999.9999999999,0,0,0,0,20000,64999.9999999998,15000,0,0,0,0,1,,2,3,,5,,,1,2,,2,,,,,5,9,4,9,4,9,4,4,3,4,4,4,4102.70346136337
10151,1,2,11,118017,2,2017,11,2,2017,11,3,1,2,1,,,,,1,2,3,,,2,1,1,,,,,150000,0,0,0,30000,50000,70000,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,4102.70346136337
10153,1,1,5,103661,2,2017,5,5,2017,5,7,2,3,,2,,,5,1,2,3,,,2,3,1,,,,,400000,0,0,0,140000,80000,120000,60000,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,9,4,3,4,4,4,4,2903.8523288856
10153,1,2,7,120499,2,2017,7,21,2017,7,23,2,3,1,2,,,,1,5,6,,,4,1,1,,,,,399999.999999999,0,0,0,150000,49999.9999999998,150000,49999.9999999998,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,4,3,4,4,9,4,3,4,4,4,4,2903.8523288856
10153,2,2,8,201221,2,2017,8,7,2017,8,10,3,4,1,,,,,1,5,7,,,5,1,1,,,,,2000000,0,0,2000000,0,0,0,0,0,0,0,0,1,1,2,3,4,5,,,1,1,,,,,,,5,4,4,4,3,9,4,3,4,4,4,4,2903.8523288856
10154,1,1,5,103506,2,2017,5,3,2017,5,6,3,4,1,2,3,,5,1,2,3,,,2,2,1,,,,,1200000,300000,0,0,450000,100000,50000,200000,0,100000,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,5,4,4,4,4,3,4,3,4,6120.56893063205
10154,1,1,6,103507,2,2017,6,25,2017,6,27,2,3,1,2,,,,1,3,2,,,2,2,1,,,,,700000,0,0,0,200000,150000,200000,50000,0,100000,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,4,4,5,3,3,3,4,4,4,6120.56893063205
10154,1,2,12,118447,2,2017,12,20,2017,12,23,3,4,1,2,,,,1,3,2,,,2,1,1,,,,,240000,0,240000,0,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,1,5,5,4,4,5,9,4,4,5,9,4,4,6120.56893063205
10156,1,1,5,106852,2,2017,5,3,2017,5,5,2,3,1,,,,5,1,4,5,1,4,4,1,1,,,,,500000,0,0,0,140000,60000,250000,50000,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,4,4,9,4,4,3,4,4,4,3811.32489254406
10156,1,2,12,120511,2,2017,12,29,2017,12,31,2,3,1,2,,,,1,2,3,,,4,1,1,,,,,500000,0,0,0,160000,50000,140000,150000,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,4,4,9,4,4,4,4,4,4,3811.32489254406
10156,1,2,7,120509,2,2017,7,21,2017,7,23,2,3,1,2,,,,1,2,6,,,4,1,1,,,,,300000,0,0,0,100000,50000,150000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,3,3,9,4,4,4,4,4,4,3811.32489254406
10156,2,1,1,200452,2,2017,1,5,2017,1,7,2,3,1,2,3,,,1,5,3,,,4,1,1,1,2,,,2000000,0,0,0,400000,1200000,200000,200000,0,0,0,0,1,1,2,,,,,,2,,,,,,,,4,3,4,4,4,4,4,4,5,4,4,4,3811.32489254406
10156,2,2,7,201224,2,2017,7,14,2017,7,18,4,5,1,2,,,,1,4,3,4,1,4,1,1,1,2,,,5000000,0,0,5000000,0,0,0,0,0,0,0,0,1,1,2,3,4,,,,1,1,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,3811.32489254406
10157,1,2,8,118151,1,2017,8,1,2017,8,1,0,1,1,,3,,,1,7,3,,,5,1,1,,,,,79999.9999999998,0,0,0,0,9999.99999999999,49999.9999999998,9999.99999999999,9999.99999999999,0,0,0,2,,,,,,,,2,,,,,,,,4,9,4,9,3,9,4,3,4,4,4,4,3046.11404770143
10158,1,1,2,103500,1,2017,2,5,2017,2,5,0,1,,2,,,,1,6,3,,,3,1,1,,,,,100000,0,0,0,0,15000,25000,60000,0,0,0,0,2,,,,,,,,2,,,,,,,,3,9,3,9,4,9,4,4,4,4,4,4,9190.13558062069
10158,1,1,6,103501,1,2017,6,4,2017,6,4,0,1,,2,,,,1,2,4,3,5,3,1,1,,,,,70000,0,0,0,0,15000,35000,20000,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,3,9,3,9,4,4,3,4,4,4,9190.13558062069
10158,1,2,8,118148,1,2017,8,1,2017,8,1,0,1,1,,3,,,1,3,2,,,3,1,1,,,,,100000,0,0,0,0,10000,65000,25000,0,0,0,0,2,,,,,,,,2,,,,,,,,5,4,4,9,4,9,4,4,3,4,4,4,9190.13558062069
10159,1,1,4,107205,2,2017,4,14,2017,4,16,2,3,1,2,,,,1,2,3,,,3,1,1,,,,,649999.999999998,0,0,0,99999.9999999999,300000,250000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,5,5,4,4,5,9,5,5,4,5,4,4,7840.78380940288
10159,1,2,10,122735,2,2017,10,19,2017,10,21,2,3,1,2,,,,1,2,5,,,3,1,1,,,,,999999.999999999,0,0,0,200000,399999.999999999,300000,99999.9999999999,0,0,0,0,1,1,,,4,,,,2,,,,,,,,5,5,5,5,4,9,5,5,4,4,4,4,7840.78380940288
10159,1,2,8,118724,2,2017,8,1,2017,8,2,1,2,1,,3,,,1,2,3,,,3,1,1,,,,,499999.999999998,0,0,0,150000,49999.9999999998,220000,30000,0,49999.9999999998,0,0,1,1,,,,,,,2,,,,,,,,5,4,4,4,5,4,4,3,3,4,4,4,7840.78380940288
10160,1,1,3,103511,1,2017,3,19,2017,3,19,0,1,,2,,,,1,3,2,,,3,1,1,,,,,81000,0,0,0,0,30000,30000,21000,0,0,0,0,2,,,,,,,,1,2,,2,,4,5,,5,4,4,9,4,9,4,4,3,3,3,4,9499.09010638262
10160,1,1,5,103512,1,2017,5,7,2017,5,7,0,1,,2,,,,1,2,3,,,3,1,1,,,,,69999.9999999999,0,0,0,0,30000,39999.9999999999,0,0,0,0,0,2,,,,,,,,1,2,,2,,4,5,,5,4,4,9,4,9,3,4,4,4,4,4,9499.09010638262
10160,1,2,10,120419,2,2017,10,20,2017,10,22,2,3,1,2,,,,1,2,3,,,3,1,1,,,,,349999.999999998,0,0,0,99999.9999999999,79999.9999999998,145000,25000,0,0,0,0,2,,,,,,,,1,1,,,,,,,5,4,4,4,4,9,4,4,4,4,4,4,9499.09010638262
10161,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,1,1,5,106914,2,2017,5,8,2017,5,10,2,3,1,,,,5,1,2,8,,,4,1,1,,,,,900000,0,0,0,200000,100000,300000,200000,0,100000,0,0,1,,,,,5,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4195.22736805203
10164,1,2,7,117688,2,2017,7,2,2017,7,4,2,3,1,2,,,,1,3,6,,,4,1,1,,,,,1600000,0,0,0,200000,700000,400000,100000,0,200000,0,0,1,1,,,,,,,2,,,,,,,,3,3,3,4,3,3,4,4,3,3,1,2,4195.22736805203
10164,1,2,8,117690,2,2017,8,20,2017,8,21,1,2,1,2,,,,1,2,9,,,4,1,1,,,,,500000,0,0,0,100000,200000,100000,50000,50000,0,0,0,2,,,,,,,,2,,,,,,,,3,3,2,3,3,3,3,3,3,3,2,3,4195.22736805203
10165,1,1,4,101812,1,2017,4,23,2017,4,23,0,1,,2,,,,1,3,8,,,3,1,4,1,,,,250000,0,0,0,0,20000,100000,0,100000,30000,0,0,2,,,,,,,,1,2,1,,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,1,5,101815,2,2017,5,3,2017,5,5,2,3,1,,,,5,1,3,8,,,3,1,4,1,,,,200000,0,0,0,20000,20000,120000,0,0,10000,30000,0,2,,,,,,,,1,2,,2,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,1,5,101816,1,2017,5,27,2017,5,27,0,1,,2,,,,1,2,8,,,3,1,1,,,,,60000,0,0,0,0,30000,30000,0,0,0,0,0,2,,,,,,,,1,2,1,,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,12,117151,1,2017,12,28,2017,12,28,0,1,1,,,,,1,5,8,,,3,1,1,,,,,170000,0,0,0,0,40000,60000,0,70000,0,0,0,2,,,,,,,,1,1,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,7,101818,1,2017,7,4,2017,7,4,0,1,1,,,,,1,3,8,,,3,1,3,1,,,,70000,0,0,0,0,20000,50000,0,0,0,0,0,2,,,,,,,,1,2,1,,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,7,101820,2,2017,7,24,2017,7,25,1,2,1,,,,,1,3,8,,,3,1,3,1,,,,120000,0,0,0,50000,20000,50000,0,0,0,0,0,2,,,,,,,,1,2,,2,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,7,117136,2,2017,7,28,2017,7,31,3,4,1,2,,,,1,1,2,,,3,6,1,,,,,2000000,0,0,200000,600000,400000,400000,100000,200000,100000,0,0,2,,,,,,,,1,2,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,9149.36110066576
10165,1,2,7,117140,2,2017,7,22,2017,7,23,1,2,,2,,,,1,1,2,,,3,3,1,,,,,250000,0,0,0,0,150000,100000,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,8,101807,1,2017,8,22,2017,8,22,0,1,1,,,,,1,3,8,,,3,1,1,,,,,10000,0,0,0,0,10000,0,0,0,0,0,0,2,,,,,,,,1,2,1,,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,8,101809,1,2017,8,28,2017,8,28,0,1,1,,,,,1,2,8,,,3,1,1,,,,,10000,0,0,0,0,10000,0,0,0,0,0,0,2,,,,,,,,1,2,1,,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,8,117146,1,2017,8,20,2017,8,20,0,1,,2,,,,1,3,8,,,2,1,3,1,,,,70000,0,0,0,0,4000,10000,40000,16000,0,0,0,2,,,,,,,,1,2,,2,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10165,1,2,8,117147,1,2017,8,27,2017,8,27,0,1,,2,,,,1,2,8,,,3,1,1,,,,,170000,0,0,0,0,70000,100000,0,0,0,0,0,2,,,,,,,,1,2,,2,,4,5,,4,4,4,9,4,4,4,4,4,4,4,4,9149.36110066576
10166,1,2,10,117616,2,2017,10,1,2017,10,14,13,14,1,2,3,4,5,1,2,8,,,2,5,2,1,,,,4000000,1000000,0,0,1000000,1000000,0,200000,0,300000,500000,0,1,1,,,,,,,1,1,,,,,,,5,4,4,3,4,4,4,4,3,3,3,3,8421.81310638296
10166,1,2,8,117607,2,2017,8,6,2017,8,8,2,3,1,2,,,,1,4,2,3,5,2,4,1,,,,,500000,0,0,0,50000,50000,250000,0,50000,100000,0,0,1,1,,,,5,,,1,1,,,,,,,5,4,4,4,5,3,4,4,3,3,3,2,8421.81310638296
10166,1,2,8,117613,1,2017,8,3,2017,8,3,0,1,1,,3,,,1,2,8,,,2,4,1,,,,,210000,0,0,0,0,10000,150000,0,50000,0,0,0,2,,,,,,,,1,1,,,,,,,4,3,3,9,4,3,3,3,4,3,3,3,8421.81310638296
10167,1,1,4,106919,2,2017,4,6,2017,4,7,1,2,1,,,,,1,2,8,,,3,3,1,,,,,750000,0,0,0,150000,200000,300000,0,0,99999.9999999999,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,9360.01143128635
10167,1,1,5,106920,2,2017,5,8,2017,5,9,1,2,1,,,,5,1,2,8,,,2,1,1,,,,,400000,0,0,0,100000,100000,200000,0,0,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,9360.01143128635
10167,2,2,10,201018,2,2017,10,1,2017,10,11,10,11,1,2,,4,5,1,3,1,,,2,1,5,1,,,,7000000,0,0,6000000,0,50000,200000,0,0,750000,0,0,1,1,2,3,4,5,,,1,1,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,9360.01143128635
10168,1,2,9,118348,2,2017,9,1,2017,9,2,1,2,1,2,,,,1,2,8,,,4,1,1,,,,,500000,0,0,0,200000,100000,200000,0,0,0,0,0,1,1,,,,5,,,2,,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,4231.62752572397
10169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,1,1,5,101790,1,2017,5,6,2017,5,6,0,1,,2,,,,1,2,8,,,2,3,1,,,,,320000,0,0,0,0,20000,300000,0,0,0,0,0,1,,2,,,5,,,1,2,1,,,4,5,,4,3,3,9,3,3,4,4,3,3,3,3,9187.18090835091
10170,1,2,8,117635,2,2017,8,3,2017,8,7,4,5,1,2,3,,,1,2,1,,,2,3,1,,,,,400000,0,0,0,50000,20000,130000,0,100000,100000,0,0,2,,,,,,,,1,1,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,9187.18090835091
10170,2,1,4,200129,2,2017,4,13,2017,4,19,6,7,1,2,3,,,1,2,5,,,2,3,1,1,,,,3400000,0,0,3000000,0,0,100000,100000,0,0,200000,0,1,1,2,3,,,,,1,1,,,,,,,4,4,3,4,3,3,3,4,4,4,4,4,9187.18090835091
10171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,1,1,4,106959,2,2017,4,21,2017,4,23,2,3,1,2,,,,1,2,8,,,3,4,1,,,,,700000,0,0,0,100000,150000,330000,70000,0,50000,0,0,2,,,,,,,,1,2,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,10971.7171015631
10175,1,2,10,117209,1,2017,10,10,2017,10,10,0,1,1,,,,,1,4,3,1,3,3,3,1,,,,,200000,0,0,0,0,100000,100000,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,4,4,5,9,4,4,4,4,4,4,4,4,10971.7171015631
10175,1,2,10,117213,1,2017,10,28,2017,10,28,0,1,,2,,,,1,8,3,,,3,1,3,1,,,,40000,0,0,0,0,0,10000,15000,0,0,15000,0,2,,,,,,,,1,1,,,,,,,4,9,5,9,4,4,4,5,5,5,5,5,10971.7171015631
10175,1,2,12,117217,2,2017,12,6,2017,12,8,2,3,1,,,,,1,8,4,1,3,3,2,1,,,,,400000,0,0,0,140000,50000,160000,10000,0,40000,0,0,1,1,,,,,,,1,1,,,,,,,5,4,4,4,5,4,4,4,4,4,4,4,10971.7171015631
10175,1,2,8,117200,2,2017,8,27,2017,8,29,2,3,1,2,,,,1,8,2,,,3,2,1,,,,,300000,0,0,0,0,50000,100000,50000,0,0,100000,0,1,1,,,,,,,1,1,,,,,,,5,9,5,3,3,4,4,4,5,5,5,5,10971.7171015631
10175,1,2,9,117204,2,2017,9,30,2017,10,2,2,3,1,2,3,,5,1,2,8,,,3,4,1,,,,,250000,0,0,0,100000,50000,50000,0,0,0,50000,0,1,1,,,,,,,1,1,,,,,,,4,9,5,4,5,5,5,5,5,5,5,5,10971.7171015631
10175,2,1,5,200458,2,2017,5,27,2017,5,30,3,4,1,2,,,,1,2,1,,,3,2,1,1,,,,2500000,0,0,1500000,400000,0,0,0,100000,500000,0,0,1,1,2,,,,,,1,1,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,10971.7171015631
10177,1,1,5,106927,2,2017,5,12,2017,5,13,1,2,1,2,,,,1,2,8,,,3,1,1,,,,,550000,0,0,0,150000,100000,200000,50000,0,50000,0,0,2,,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,10061.4209096713
10177,1,2,10,117196,2,2017,10,6,2017,10,7,1,2,,2,,4,,1,2,8,,,3,1,1,,,,,300000,0,0,0,0,50000,200000,0,0,50000,0,0,2,,,,,,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,10061.4209096713
10177,1,2,12,117198,2,2017,12,8,2017,12,9,1,2,1,2,,,,1,2,8,,,3,1,1,,,,,600000,0,0,0,200000,100000,200000,0,100000,0,0,0,2,,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,10061.4209096713
10177,1,2,7,117194,2,2017,7,29,2017,8,1,3,4,1,2,,,,1,2,8,,,3,1,1,,,,,500000,0,0,0,150000,150000,200000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,3,4,4,3,4,3,3,3,3,10061.4209096713
10178,1,2,8,120227,2,2017,8,28,2017,8,30,2,3,1,,,,,1,2,8,,,4,1,1,,,,,900000,0,0,0,300000,200000,400000,0,0,0,0,0,1,1,,,4,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4042.321490339
10179,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,1,1,4,110736,2,2017,4,29,2017,4,30,1,2,,2,,,,1,2,8,,,2,1,8,,,3,,650000,0,550000,0,0,0,100000,0,0,0,0,0,1,,,,,5,,,1,2,,,3,,,1,5,4,4,4,4,9,4,4,4,4,4,4,3268.88866899177
10182,1,2,7,115446,2,2017,7,28,2017,8,1,4,5,1,2,,,,1,1,2,,,4,1,1,,,,,800000,150000,0,0,250000,80000,160000,60000,0,100000,0,0,1,,,,,5,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3640.63274833834
10183,1,1,4,110397,2,2017,4,14,2017,4,16,2,3,1,2,,,,1,6,7,,,2,1,1,,,,,280000,0,280000,0,0,0,0,0,0,0,0,0,2,,,,,,,,1,2,1,,,,,1,4,4,4,4,4,9,4,4,4,4,4,4,3193.60057945822
10183,1,1,5,110398,2,2017,5,6,2017,5,7,1,2,,2,,,,1,6,7,,,2,1,1,,,,,80000,0,80000,0,0,0,0,0,0,0,0,0,2,,,,,,,,1,2,1,,,,,2,4,4,4,4,4,9,4,4,4,4,4,4,3193.60057945822
10183,1,1,6,110399,2,2017,6,5,2017,6,6,1,2,1,,,,5,1,3,6,,,2,1,4,,2,,,300000,0,300000,0,0,0,0,0,0,0,0,0,2,,,,,,,,1,2,1,,,,,1,4,4,4,4,4,9,4,4,4,4,4,4,3193.60057945822
10183,1,2,11,121754,1,2017,11,4,2017,11,4,0,1,,2,,,,1,1,6,,,2,1,3,1,,,,100000,0,100000,0,0,0,0,0,0,0,0,0,2,,,,,,,,1,1,,,,,,2,5,5,4,9,4,9,4,4,4,4,4,4,3193.60057945822
10183,1,2,11,121763,2,2017,11,18,2017,11,19,1,2,,2,,,,1,2,8,,,2,1,1,,,,,200000,0,0,0,50000,100000,50000,0,0,0,0,0,2,,,,,,,,1,1,,,,,,,5,5,4,4,4,9,4,4,4,4,4,4,3193.60057945822
10184,1,2,9,122694,1,2017,9,13,2017,9,13,0,1,1,,,,,2,8,6,,,2,1,1,,,,,60000,0,0,0,0,30000,30000,0,0,0,0,0,1,,2,3,,,,7,2,,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,6679.0751485933
10185,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,1,2,8,119576,2,2017,8,4,2017,8,6,2,3,1,2,,,,1,2,8,,,3,1,1,,,,,250000,0,0,0,0,79999.9999999998,99999.9999999999,0,0,69999.9999999999,0,0,1,1,,,,5,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3689.4221360042
10188,1,1,5,104832,2,2017,5,19,2017,5,21,2,3,1,2,,,,1,1,3,,,3,1,1,,,,,300000,0,0,300000,0,0,0,0,0,0,0,0,1,1,,,,,,,1,2,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,7676.64563295495
10189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,1,1,2,105408,2,2017,2,4,2017,2,5,1,2,,2,,,,1,2,8,,,2,1,1,,,,,100000,0,0,0,0,20000,80000,0,0,0,0,0,1,,,,,5,,,2,,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,3426.54909696817
10192,1,1,4,105416,2,2017,4,8,2017,4,9,1,2,,2,,,,1,2,8,,,3,1,1,,,,,99999.9999999999,0,0,0,0,20000,79999.9999999998,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3426.54909696817
10192,1,2,7,118823,2,2017,7,31,2017,8,2,2,3,1,,,,,1,3,6,,,4,1,1,,,,,200000,0,120000,0,0,0,80000,0,0,0,0,0,1,1,,,,,6,,2,,,,,,,2,4,4,4,4,4,9,4,4,4,4,4,4,3426.54909696817
10193,1,2,11,118821,2,2017,11,11,2017,11,12,1,2,,2,,,,1,2,6,,,4,1,1,,,,,300000,0,0,0,150000,20000,130000,0,0,0,0,0,1,1,,,,,,,1,1,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3837.51556208088
10193,1,2,7,118810,1,2017,7,20,2017,7,20,0,1,1,,,,,1,6,2,,,3,1,1,,,,,180000,0,0,0,0,30000,50000,100000,0,0,0,0,2,,,,,,,,1,1,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,3837.51556208088
10195,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,1,2,7,120431,2,2017,7,29,2017,7,30,1,2,,2,,,,1,5,6,,,4,1,1,,,,,250000,0,0,0,100000,50000,100000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3837.51556208088
10196,1,2,8,120434,2,2017,8,5,2017,8,6,1,2,,2,,,,1,4,3,1,4,4,1,1,,,,,230000,30000,0,200000,0,0,0,0,0,0,0,0,1,1,,,,5,,,1,1,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3837.51556208088
10197,1,1,1,104018,2,2017,1,27,2017,1,28,1,2,,,,4,,1,2,8,,,5,1,1,,,,,250000,0,0,0,100000,20000,130000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3538.54437285218
10197,1,2,8,118799,2,2017,8,1,2017,8,3,2,3,1,,3,,,1,2,8,,,5,1,1,,,,,300000,0,0,0,0,100000,200000,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,3538.54437285218
10197,1,2,9,118800,2,2017,9,29,2017,10,1,2,3,1,2,,,,1,6,2,,,4,1,1,,,,,1000000,0,0,0,0,500000,400000,50000,50000,0,0,0,1,1,,,4,,,,2,,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,3538.54437285218
10198,1,1,5,104015,2,2017,5,27,2017,5,28,1,2,,2,,,,1,2,8,,,4,1,1,,,,,350000,50000,0,0,100000,0,170000,20000,10000,0,0,0,1,1,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3837.51556208088
10198,1,2,10,118056,2,2017,10,1,2017,10,2,1,2,,2,,,5,1,4,1,1,4,4,1,1,,,,,1500000,0,0,1350000,0,0,0,0,0,150000,0,0,1,1,,,4,,,,1,1,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,3837.51556208088
10198,1,2,7,118046,2,2017,7,21,2017,7,23,2,3,1,2,,,,1,4,2,4,1,4,1,1,,,,,1000000,0,0,860000,0,20000,30000,60000,0,30000,0,0,1,1,,,4,,,,1,1,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,3837.51556208088
10198,2,2,8,201041,2,2017,8,11,2017,8,15,4,5,1,2,,,5,1,4,3,4,5,4,1,1,,,,,4000000,0,0,3000000,0,0,100000,100000,400000,300000,100000,0,1,1,2,,4,5,,,1,1,,,,,,,5,5,4,4,4,4,4,4,5,5,4,4,3837.51556208088
