"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"들꽃청소년지역아동센터","B3788","(아동) 지역아동센터","아동복지시설","자치구","정송이","1174000000","강동구","서울특별시 강동구 천중로 392층 (천호동)"
"시냇가에심은나무","B3800","(아동) 지역아동센터","아동복지시설","자치구","조미옥","1144000000","마포구","서울특별시 마포구 새창로4라길 32층 (도화동)(도화동)"
"두레민들레교실","B3802","(아동) 지역아동센터","아동복지시설","자치구","신승희","1156000000","영등포구","서울특별시 영등포구 버드나루로14가길 14-0121-156"
"아름다운행복한홈스쿨지역아동센터","B3808","(아동) 지역아동센터","아동복지시설","자치구","윤지은","1174000000","강동구","서울특별시 강동구 상암로47길 80-72층 (명일동)"
"명성지역아동센터","B3813","(아동) 지역아동센터","아동복지시설","자치구","박명숙","1174000000","강동구","서울특별시 강동구 천중로35길 73-7 (천호동)"
"하늘지역아동센터","B3825","(아동) 지역아동센터","아동복지시설","자치구","박숙희","1162000000","관악구","서울특별시 관악구 신림로 171201호"
"그루터기배움터지역아동센터","B3838","(아동) 지역아동센터","아동복지시설","자치구","이명희","1153000000","구로구","서울특별시 구로구 고척로21나길 173층 (개봉동)"
"옥토지역아동센터","B3846","(아동) 지역아동센터","아동복지시설","자치구","홍정민","1144000000","마포구","서울특별시 마포구 토정로16길 19 (현석동)"
"서울지역아동센터","B3944","(아동) 지역아동센터","아동복지시설","자치구","박혜신","1126000000","중랑구","서울특별시 중랑구 겸재로35길 38-0"
"한울지역아동센터","B3949","(아동) 지역아동센터","아동복지시설","자치구","황미희","1156000000","영등포구","서울특별시 영등포구 가마산로46가길 102층 (대림동)"
"암사꿈나무지역아동센터","B3951","(아동) 지역아동센터","아동복지시설","자치구","박소영","1174000000","강동구","서울특별시 강동구 상암로 89 (암사동)"
"사무엘지역아동센터","B3988","(아동) 지역아동센터","아동복지시설","자치구","송민하","1147000000","양천구","서울특별시 양천구 남부순환로54길 9 (신월동)"
"이웃사랑일원지역아동센터","B4010","(아동) 지역아동센터","아동복지시설","자치구","허윤정","1168000000","강남구","서울특별시 강남구 개포로 6382층 (일원동)"
"하늬네","B4015","(아동) 공동생활가정","아동복지시설","자치구","이경희","1135000000","노원구","서울특별시 노원구 한글비석로49길 20상계주택301호"
"꿈나래지역아동센터","B4024","(아동) 지역아동센터","아동복지시설","자치구","이정은","1129000000","성북구","서울특별시 성북구 정릉로 2803층 (정릉동)"
"사랑의 지역아동센터","B4031","(아동) 지역아동센터","아동복지시설","자치구","최용규","1154500000","금천구","서울특별시 금천구 시흥대로104길 36 (독산동)"
"으뜸지역아동센터","B4055","(아동) 지역아동센터","아동복지시설","자치구","이성희","1130500000","강북구","서울특별시 강북구 4.19로 23나-2호 (수유동)"
"경향지역아동센터","B4057","(아동) 지역아동센터","아동복지시설","자치구","이은숙","1150000000","강서구","서울특별시 강서구 화곡로63길 19(등촌동) "
"망원무지개지역아동센터","B4104","(아동) 지역아동센터","아동복지시설","자치구","조지혜","1144000000","마포구","서울특별시 마포구 월드컵로25길 583층 망원무지개지역아동센터 (망원동)"
"선유지역아동센터","B4126","(아동) 지역아동센터","아동복지시설","자치구","박민자","1156000000","영등포구","서울특별시 영등포구 선유로24길 3-3"
"금천영재지역아동센터","B4197","(아동) 지역아동센터","아동복지시설","자치구","조원근","1154500000","금천구","서울특별시 금천구 시흥대로18길 163층 (시흥동)(시흥동)"
"면목지역아동센터","B4198","(아동) 지역아동센터","아동복지시설","자치구","장예원","1126000000","중랑구","서울특별시 중랑구 면목로33길 79 (면목동347)"
"드림한누리지역아동센터","B4207","(아동) 지역아동센터","아동복지시설","자치구","김현주","1162000000","관악구","서울특별시 관악구 구암길 106관리사무소 3층 (봉천동 관악드림타운아파트)"
"차오름지역아동센터","B4226","(아동) 지역아동센터","아동복지시설","자치구","장미숙","1126000000","중랑구","서울특별시 중랑구 상봉로 493층"
"아담스지역아동센터","B4237","(아동) 지역아동센터","아동복지시설","자치구","최경화","1162000000","관악구","서울특별시 관악구 난곡로20길 173층"
"해피엘지역아동센터","B4248","(아동) 지역아동센터","아동복지시설","자치구","박효정","1121500000","광진구","서울특별시 광진구 자양번영로 16-02층"
"행복무지개공부방지역아동센터","B4264","(아동) 지역아동센터","아동복지시설","자치구","강창구","1144000000","마포구","서울특별시 마포구 성미산로10길 362층 (서교동)(서교동)"
"살레시오양천나눔의집","B4271","(아동) 공동생활가정","아동복지시설","자치구","장호은","1147000000","양천구","서울특별시 양천구 남부순환로54길 374층 (신월동)"
"중동지역아동센터","B4277","(아동) 지역아동센터","아동복지시설","자치구","유미영","1120000000","성동구","서울특별시 성동구 서울숲6길 15"
"성모의집","B4291","(아동) 공동생활가정","아동복지시설","자치구","김에스텔","1138000000","은평구","서울특별시 은평구 가좌로12길 15103동 101호 (신사동 은평신사두산위브2차)"
"동그라미지역아동센터","B4306","(아동) 지역아동센터","아동복지시설","자치구","반지영","1126000000","중랑구","서울특별시 중랑구 겸재로9길 152층 "
"서대문지역아동복지센터","B4307","(아동) 아동양육시설","아동복지시설","자치구","권명심","1141000000","서대문구","서울특별시 서대문구 송죽길 23"
"빛나라공부방(지역아동센터)","B4316","(아동) 지역아동센터","아동복지시설","자치구","박순녀","1117000000","용산구","서울특별시 용산구 한강대로104길 41 (동자동)"
"흑석지역아동센터","B4331","(아동) 지역아동센터","아동복지시설","자치구","이숙희","1159000000","동작구","서울특별시 동작구 흑석동명수대현대아파트 B상가 401호"
"송천동지역아동센터","B4335","(아동) 지역아동센터","아동복지시설","자치구","오세옥","1130500000","강북구","서울특별시 강북구 솔샘로 2713층"
"상도푸른지역아동센터","B4338","(아동) 지역아동센터","아동복지시설","자치구","조미선","1159000000","동작구","서울특별시 동작구 양녕로28길 35-0"
"무지개지역아동센터","B4350","(아동) 지역아동센터","아동복지시설","자치구","윤선미","1132000000","도봉구","서울특별시 도봉구 방학로3길 116"
"다락지역아동센터","B4363","(아동) 지역아동센터","아동복지시설","자치구","강선희","1141000000","서대문구","서울특별시 서대문구 독립문공원길95독립문극동아파트 제2관리사무소 3층"
"관악청소년 지역아동센터","B4369","(아동) 지역아동센터","아동복지시설","자치구","한성진","1162000000","관악구","서울특별시 관악구 난곡로63길 653층"
"나래지역아동센터","B8141","(아동) 지역아동센터","아동복지시설","자치구","김지영","1174000000","강동구","서울특별시 강동구 천중로53길 212층 (길동)"
"메리워드지역아동센터","B8143","(아동) 지역아동센터","아동복지시설","자치구","최미혜","1153000000","구로구","서울특별시 구로구 고척로 49210동 상가동 3층 (오류동 동부골든아파트)"
"좋은친구들","B8144","(아동) 지역아동센터","아동복지시설","자치구","조수진","1159000000","동작구","서울특별시 동작구 동작대로13길 342층"
"좋은사람들지역아동센터","B8149","(아동) 지역아동센터","아동복지시설","자치구","황수미","1150000000","강서구","서울특별시 강서구 화곡로31길 392층"
"살레시오신월3동나눔의집","B8178","(아동) 공동생활가정","아동복지시설","자치구","박진영","1147000000","양천구","서울특별시 양천구 남부순환로54길 3723층"
"서라벌아카데미지역아동센터","B8182","(아동) 지역아동센터","아동복지시설","자치구","박중규","1130500000","강북구","서울특별시 강북구 삼양로 6173층"
"한살림서울생활협동조합 용산지역아동센터 ","B8191","(아동) 지역아동센터","아동복지시설","자치구","최지원","1117000000","용산구","서울특별시 용산구 효창원로94길 234층 (청파동1가)"
"동방영아일시보호소","B8200","(아동) 아동양육시설","아동복지시설","자치구","","1141000000","서대문구","서울특별시 서대문구 연희로 26동방사회복지회"
"새터민청소년그룹홈<가족>","B8201","(아동) 공동생활가정","아동복지시설","자치구","김태훈","1129000000","성북구","서울특별시 성북구 북악산로1다길 7북악산로 1다길 3 1층"
"늘사랑지역아동센터","B8208","(아동) 지역아동센터","아동복지시설","자치구","김영신","1132000000","도봉구","서울특별시 도봉구 마들로11길 25동산빌딩 401호"
"서울특별시아동복지센터","B8214","(아동) 아동종합시설","아동복지시설","자치구","이기영","1168000000","강남구","서울특별시 강남구 광평로34길 124서울특별시아동복지센터수서동"
"동방사회복지회 서울아동상담소","B8217","(아동) 아동양육시설","아동복지시설","자치구","","1141000000","서대문구","서울특별시 서대문구 연희로26(창천동 493번지)"
"우신지역아동센터","B8242","(아동) 지역아동센터","아동복지시설","자치구","이향란","1153000000","구로구","서울특별시 구로구 오리로 1265우신상가 304호 (궁동 우신빌라)"
"씨앗지역아동센터","B8245","(아동) 지역아동센터","아동복지시설","자치구","이동성","1132000000","도봉구","서울특별시 도봉구 도봉로 901부성빌딩 202호"
"풍성한지역아동센터","B8250","(아동) 지역아동센터","아동복지시설","자치구","유재인","1117000000","용산구","서울특별시 용산구 보광로 542층 (보광동)"
"돈암동교회모퉁이돌지역아동센터","B8340","(아동) 지역아동센터","아동복지시설","자치구","이영희","1129000000","성북구","서울특별시 성북구 아리랑로6가길 37"
"길동지역아동센터","B8344","(아동) 지역아동센터","아동복지시설","자치구","임완주","1174000000","강동구","서울특별시 강동구 천호대로187길 302층 (길동)"
"나눔플러스지역아동센터","B8348","(아동) 지역아동센터","아동복지시설","자치구","강석환","1132000000","도봉구","서울특별시 도봉구 도봉로 109길40"
"보물섬지역아동센터","B8368","(아동) 지역아동센터","아동복지시설","자치구","이현직","1138000000","은평구","서울특별시 은평구 갈현로15길 46102호 (구산동 명남빌라트)"
"동방지역아동센터","B8375","(아동) 지역아동센터","아동복지시설","자치구","최정희","1138000000","은평구","서울특별시 은평구 갈현로 29신사코아아파트 상가 202호"
"새하늘지역아동센터","B8381","(아동) 지역아동센터","아동복지시설","자치구","이은혜","1150000000","강서구","서울특별시 강서구 화곡로24길 161층"
"장안지역아동센터","B8386","(아동) 지역아동센터","아동복지시설","자치구","유세정","1123000000","동대문구","서울특별시 동대문구 한천로 85인오빌딩 4층"
"기쁨지역아동센터","B8390","(아동) 지역아동센터","아동복지시설","자치구","이미숙","1171000000","송파구","서울특별시 송파구 송이로34길 551층"
"중랑재미지역아동센터","B8393","(아동) 지역아동센터","아동복지시설","자치구","최경희","1126000000","중랑구","서울특별시 중랑구 용마공원로 7-3"
"소망의집지역아동센터","B8404","(아동) 지역아동센터","아동복지시설","자치구","이민화","1138000000","은평구","서울특별시 은평구 역말로10길 30-13층"
"좋은친구청소년지역아동센터","B8405","(아동) 지역아동센터","아동복지시설","자치구","박민선","1150000000","강서구","서울특별시 강서구 가로공원로 237-0(화곡동 2층)"
"갈현지역아동센터","B8408","(아동) 지역아동센터","아동복지시설","자치구","하혜영","1138000000","은평구","서울특별시 은평구 갈현로 282"
"희망샘지역아동센터","B8409","(아동) 지역아동센터","아동복지시설","자치구","이경선","1121500000","광진구","서울특별시 광진구 긴고랑로 137"
"솔로몬지역아동센터","B8420","(아동) 지역아동센터","아동복지시설","자치구","피윤희","1156000000","영등포구","서울특별시 영등포구 양평로30가길 1919-0 2층"
"성산교회부설 한우리지역아동센터","B8422","(아동) 지역아동센터","아동복지시설","자치구","오현아","1162000000","관악구","서울특별시 관악구 낙성대역14가길 72층"
"동원지역아동센터","B8473","(아동) 지역아동센터","아동복지시설","자치구","김강자","1126000000","중랑구","서울특별시 중랑구 면목로56길 38"
"원광지역아동센터","B8481","(아동) 지역아동센터","아동복지시설","자치구","황미정","1123000000","동대문구","서울특별시 동대문구 사가정로15길 47 (전농동)"
"이레지역아동센터","B8512","(아동) 지역아동센터","아동복지시설","자치구","강명옥","1138000000","은평구","서울특별시 은평구 연서로 35-04층"
"푸르미지역아동센터","B8523","(아동) 지역아동센터","아동복지시설","자치구","방호식","1153000000","구로구","서울특별시 구로구 경서로 47502호 503호 (고척동)"
"베다니꿈나무지역아동센터","B8544","(아동) 지역아동센터","아동복지시설","자치구","박계숙","1147000000","양천구","서울특별시 양천구 남부순환로65길 12-22층"
"위캔지역아동센터","B8545","(아동) 지역아동센터","아동복지시설","자치구","최선영","1150000000","강서구","서울특별시 강서구 까치산로12길 8-164층"
"청솔지역아동센터","B8558","(아동) 지역아동센터","아동복지시설","자치구","김철희","1162000000","관악구","서울특별시 관악구 남부순환로161가길 712층"
"오예스청소년지역아동센터","B8561","(아동) 지역아동센터","아동복지시설","자치구","이숙희","1154500000","금천구","서울특별시 금천구 독산로64길 50 (독산동)"
"사비오그룹홈","B8574","(아동) 공동생활가정","아동복지시설","자치구","백명옥","1121500000","광진구","서울특별시 광진구 자양로44길 149-02층"
"멘토지역아동센터","B8589","(아동) 지역아동센터","아동복지시설","자치구","장희주","1154500000","금천구","서울특별시 금천구 독산로40길 261층"
"푸른하늘지역아동센터","B8600","(아동) 지역아동센터","아동복지시설","자치구","김희경","1129000000","성북구","서울특별시 성북구 장위로40길 6"
"영라이프그룹홈","B8635","(아동) 공동생활가정","아동복지시설","자치구","김영화","1138000000","은평구","서울특별시 은평구 연서로37가길 23-1201호"
"제일강동지역아동센터","B8654","(아동) 지역아동센터","아동복지시설","자치구","이수정","1174000000","강동구","서울특별시 강동구 양재대로128길 53301호 (길동)"
"신나는지역아동센터","B8665","(아동) 지역아동센터","아동복지시설","자치구","엄창식","1135000000","노원구","서울특별시 노원구 중계로14가길 293층 (중계동)(중계동)"
"세림지역아동센터","B8694","(아동) 지역아동센터","아동복지시설","자치구","김일부","1154500000","금천구","서울특별시 금천구 금하로 658"
"조원지역아동센터","B8700","(아동) 지역아동센터","아동복지시설","자치구","이소영","1162000000","관악구","서울특별시 관악구 조원중앙로2길 711층"
"참솔지역아동센터","B8722","(아동) 지역아동센터","아동복지시설","자치구","서행심","1132000000","도봉구","서울특별시 도봉구 시루봉로 193-02층"
"행복한지역아동센터","B8728","(아동) 지역아동센터","아동복지시설","자치구","이지현","1138000000","은평구","서울특별시 은평구 연서로 392층3층"
"도서관 속 별난학교 지역아동센터","B8747","(아동) 지역아동센터","아동복지시설","자치구","최지선","1132000000","도봉구","서울특별시 도봉구 방학로 200-202층 (방학동)"
"살구지역아동센터","B8752","(아동) 지역아동센터","아동복지시설","자치구","이윤경","1154500000","금천구","서울특별시 금천구 시흥대로148길 27 (독산동)"
"아름다운지역아동센터","B8768","(아동) 지역아동센터","아동복지시설","자치구","장경필","1132000000","도봉구","서울특별시 도봉구 도봉로104길 632층"
"하늘지역아동센터","B8801","(아동) 지역아동센터","아동복지시설","자치구","유승재","1154500000","금천구","서울특별시 금천구 문성로 122층"
"성동지역아동복지센터","B8814","(아동) 지역아동센터(지역아동복지센터)","아동복지시설","자치구","이소영","1120000000","성동구","서울특별시 성동구 왕십리로21라길 11(하왕십리동)"
"겨레얼학교지역아동센터","B8834","(아동) 지역아동센터","아동복지시설","자치구","순영옥","1147000000","양천구","서울특별시 양천구 가로공원로60길 15 (신월동)"
"무학지역아동센터","B8863","(아동) 지역아동센터","아동복지시설","자치구","박은정","1120000000","성동구","서울특별시 성동구 왕십리로31나길 292층 (하왕십리동)"
"행복한지역아동센터","B8873","(아동) 지역아동센터","아동복지시설","자치구","김현지","1162000000","관악구","서울특별시 관악구 법원단지13길 22 (신림동)(신림동)"
"우리지역아동센터","B8875","(아동) 지역아동센터","아동복지시설","자치구","이용순","1147000000","양천구","서울특별시 양천구 중앙로51길 362층"
"한길지역아동센터","B8928","(아동) 지역아동센터","아동복지시설","자치구","김옥열","1150000000","강서구","서울특별시 강서구 공항대로65길 21-0상가 1층"
"예사랑지역아동센터","B8939","(아동) 지역아동센터","아동복지시설","자치구","이수영","1159000000","동작구","서울특별시 동작구 장승배기로10가길 124-02층(예사랑교회)"
"아이들의울타리지역아동센터","B8944","(아동) 지역아동센터","아동복지시설","자치구","박미경","1159000000","동작구","서울특별시 동작구 장승배기로20길 8201호"
"아름다운지역아동센터","B8953","(아동) 지역아동센터","아동복지시설","자치구","신정애","1171000000","송파구","서울특별시 송파구 중대로16길 9301호"
"독산1동지역아동센터","B8963","(아동) 지역아동센터","아동복지시설","자치구","유명철","1154500000","금천구","서울특별시 금천구 벚꽃로 73상가 306호"
"Ah'늘함께지역아동복지센터","B8968","(아동) 지역아동센터","아동복지시설","자치구","조성아","1138000000","은평구","서울특별시 은평구 갈현로11길30 (구산동) 은평천사원내"
"동그라미지역아동센터","B8969","(아동) 지역아동센터","아동복지시설","자치구","이애자","1138000000","은평구","서울특별시 은평구 갈현로41길 9 (갈현동)"
"푸른나무지역아동센터","B8993","(아동) 지역아동센터","아동복지시설","자치구","설현순","1159000000","동작구","서울특별시 동작구 흑석한강로 134층 (흑석동)"
"흑석희망지역아동센터","B9042","(아동) 지역아동센터","아동복지시설","자치구","심후석","1159000000","동작구","서울특별시 동작구 흑석동10번지 명수대현대아파트 B상가 4층 402호"
"금천행복한지역아동센터","B9052","(아동) 지역아동센터","아동복지시설","자치구","김용희","1154500000","금천구","서울특별시 금천구 독산로119 3층 (시흥동)"
"청소년1318해피존나무를심는학교","B9053","(아동) 지역아동센터","아동복지시설","자치구","이바울","1141000000","서대문구","서울특별시 서대문구 북아현로14길 55"
"나누리지역아동센터","B9071","(아동) 지역아동센터","아동복지시설","자치구","황삼연","1123000000","동대문구","서울특별시 동대문구 전농로17길 7나누리지역아동센터"
"신광지역아동센터","B9098","(아동) 지역아동센터","아동복지시설","자치구","유수현","1154500000","금천구","서울특별시 금천구 한내로69-15 주공13단지 1316동 207호 (독산동)"
"에듀존도봉지역아동센터","B9102","(아동) 지역아동센터","아동복지시설","자치구","구본영","1132000000","도봉구","서울특별시 도봉구 해등로 1114층"
"슬기의집","B9103","(아동) 공동생활가정","아동복지시설","자치구","정순란","1129000000","성북구","서울특별시 성북구 성북로8다길 17403호 (성북동 경완빌라)(성북동 경완빌라)"
"푸른꿈나무지역아동센터","B9116","(아동) 지역아동센터","아동복지시설","자치구","박상현","1138000000","은평구","서울특별시 은평구 불광로 1213층"
"예수그리스도의집","B9145","(아동) 공동생활가정","아동복지시설","자치구","김선명","1162000000","관악구","서울특별시 관악구 양지5길 36 (신림동)"
"창동드림지역아동센터","B9148","(아동) 지역아동센터","아동복지시설","자치구","조래연","1132000000","도봉구","서울특별시 도봉구 우이천로4다길32(창동478-2)32 (창동)"
"생명강지역아동센터","B9153","(아동) 지역아동센터","아동복지시설","자치구","곽태성","1126000000","중랑구","서울특별시 중랑구 동일로123길 21"
"친구네지역아동센터","B9193","(아동) 지역아동센터","아동복지시설","자치구","이정연","1111000000","종로구","서울특별시 종로구 창신동창신길 59 4층"
"세종지역아동센터","B9214","(아동) 지역아동센터","아동복지시설","자치구","신민경","1111000000","종로구","서울특별시 종로구 통일로12길 10-142층"
"사랑의지역아동센터","B9228","(아동) 지역아동센터","아동복지시설","자치구","이정애","1130500000","강북구","서울특별시 강북구 삼양로20길53 (미아동)"
"암사지역아동센터","B9254","(아동) 지역아동센터","아동복지시설","자치구","선순제","1174000000","강동구","서울특별시 강동구 고덕로27길 28 (암사동)"
"행복한지역아동센터","B9260","(아동) 지역아동센터","아동복지시설","자치구","김지연","1121500000","광진구","서울특별시 강서구 강서로 532106동 306호 (가양동 동신아파트대아아파트)(가양동 동신아파트대아아파트)"
"섬기는지역아동센터","B9264","(아동) 지역아동센터","아동복지시설","자치구","박숙희","1153000000","구로구","서울특별시 구로구 개봉로17아길 51-12 (개봉동)"
"우애의집","B9273","(아동) 공동생활가정","아동복지시설","자치구","전인옥","1129000000","성북구","서울특별시 성북구 장위로 31103호 (장위동 신장위아파트)"
"여의칸지역아동센터","B9284","(아동) 지역아동센터","아동복지시설","자치구","김계순","1165000000","서초구","서울특별시 서초구 서초대로 532층 (방배동)"
"구립석관동꿈나무키우미돌봄센터","B9302","(아동) 지역아동센터","아동복지시설","자치구","전해숙","1129000000","성북구","서울특별시 성북구 한천로79길 14-14 (석관동)"
"새숲공부방","B9304","(아동) 지역아동센터","아동복지시설","자치구","이선희","1162000000","관악구","서울특별시 관악구 광신길 160101동 101호/106호 (신림동 신림1단지주공아파트)"
"푸른우리집","B9309","(아동) 공동생활가정","아동복지시설","자치구","이정화","1174000000","강동구","서울특별시 강동구 아리수로76길 36-0(고덕동 12층 201호)"
"서초꿈","B9322","(아동) 아동양육시설","아동복지시설","자치구","조휘옥","1165000000","서초구","서울특별시 서초구 서초대로 114-14 (방배동)"
"구립광현청소년 지역아동센터","B9323","(아동) 지역아동센터","아동복지시설","자치구","송재화","1138000000","은평구","서울특별시 은평구 연서로27길 31-7지층 (갈현동)"
"새비전지역아동센터","B9329","(아동) 지역아동센터","아동복지시설","자치구","임후남","1171000000","송파구","서울특별시 송파구 거마로7길 4444-5 201호 (거여동)"
"드림홈스쿨","B9330","(아동) 지역아동센터","아동복지시설","자치구","한경미","1154500000","금천구","서울특별시 금천구 가산로 106(202호 주상복합두산아파트) (가산동 주상복합두산아파트)"
"비전스쿨지역아동센터","B9332","(아동) 지역아동센터","아동복지시설","자치구","문장한","1138000000","은평구","서울특별시 은평구 가좌로7나길 172층"
"늘푸른청소년미래","B9336","(아동) 공동생활가정","아동복지시설","자치구","기영희","1162000000","관악구","서울특별시 관악구 약수암1길 6-8 (신림동)"
"맑은지역아동센터","B9340","(아동) 지역아동센터","아동복지시설","자치구","이인아","1138000000","은평구","서울특별시 은평구 진흥로9길 8-172층"
"구립예꿈터지역아동센터","B9352","(아동) 지역아동센터","아동복지시설","자치구","송선용","1141000000","서대문구","서울특별시 서대문구 문화촌길6-4 (홍제동)"
"동산비젼스쿨지역아동센터","B9359","(아동) 지역아동센터","아동복지시설","자치구","김경숙","1130500000","강북구","서울특별시 강북구 오현로 103층"
"두날개지역아동센터","B9365","(아동) 지역아동센터","아동복지시설","자치구","문제영","1156000000","영등포구","서울특별시 영등포구 가마산로 333 유현빌딩 3층 (대림동)"
"행복한우리","B9398","(아동) 공동생활가정","아동복지시설","자치구","권혜경","1171000000","송파구","서울특별시 송파구 올림픽로47길9-10 301호 (풍납동)"
"서울영아일시보호소","B9400","(아동) 아동일시보호시설","아동복지시설","자치구","강신혜","1168000000","강남구","서울특별시 강남구 논현로86길 214층 (역삼동)"
"꿈사랑방지역아동센터","B9406","(아동) 지역아동센터","아동복지시설","자치구","박은자","1123000000","동대문구","서울특별시 동대문구 답십리동80호 청솔우성아파트상가3층 308309"
"오륜레인보우지역아동센터","B9416","(아동) 지역아동센터","아동복지시설","자치구","이문용","1174000000","강동구","서울특별시 강동구 강동대로53길 73 (성내동)"
"CLC희망학교","B9436","(아동) 지역아동센터","아동복지시설","자치구","조진희","1154500000","금천구","서울특별시 금천구 시흥대로306 3층 (독산동)"
"새터민청소년그룹홈<한식구>","B9447","(아동) 공동생활가정","아동복지시설","자치구","이태현","1129000000","성북구","서울특별시 성북구 정릉2동북악산로 1다길 3 2층 (정릉동)"
"봄채","B9462","(아동) 공동생활가정","아동복지시설","자치구","윤설희","1171000000","송파구","서울특별시 송파구 동남로24길 114층"
"예원","B9467","(아동) 공동생활가정","아동복지시설","자치구","김필저","1150000000","강서구","서울특별시 강서구 강서로45길138 804호 (내발산동)"
"샘지역아동센터","B9475","(아동) 지역아동센터","아동복지시설","자치구","지정의","1138000000","은평구","서울특별시 은평구 연서로11길 7-2"
"구립상계1동지역아동센터","B9515","(아동) 지역아동센터","아동복지시설","자치구","강지현","1135000000","노원구","서울특별시 노원구 동일로1697 (상계동) 상계1동주민센터 2층"
"행복한지역아동센터","B9536","(아동) 지역아동센터","아동복지시설","자치구","서영숙","1123000000","동대문구","서울특별시 동대문구 외대역동로75 (이문동)"
"안젤라의집","B9552","(아동) 공동생활가정","아동복지시설","자치구","김인옥","1129000000","성북구","서울특별시 성북구 장위로32길장위로32길 11"
"방화지역아동센터","B9555","(아동) 지역아동센터","아동복지시설","자치구","이동훈","1150000000","강서구","서울특별시 강서구 양천로6길28 3층 301호 (방화동)"
"한빛지역아동센터","B9556","(아동) 지역아동센터","아동복지시설","자치구","서란","1129000000","성북구","서울특별시 성북구 동소문로34길24 304305호 (돈암동 삼성아파트 제비상가)"
"구립상계3.4동지역아동센터","B9557","(아동) 지역아동센터","아동복지시설","자치구","서경하","1135000000","노원구","서울특별시 노원구 덕릉로859 3층 (상계동)"
"우등생지역아동센터","B9559","(아동) 지역아동센터","아동복지시설","자치구","김미숙","1174000000","강동구","서울특별시 강동구 진황도로23길 7 (천호동)"
"구립월계지역아동센터","B9569","(아동) 지역아동센터","아동복지시설","자치구","김보경","1135000000","노원구","서울특별시 노원구 초안산로 1길51 2층 (월계동 월계종합사회복지관)"
"구립상계숲속지역아동센터","B9573","(아동) 지역아동센터","아동복지시설","자치구","조호미나","1135000000","노원구","서울특별시 노원구 동일로227길106"
"구립공릉지역아동센터","B9578","(아동) 지역아동센터","아동복지시설","자치구","이지연","1135000000","노원구","서울특별시 노원구 공릉동708번지 공릉종합사회복지관 3층"
"구립종암동꿈나무키우미돌봄센터","B9579","(아동) 지역아동센터","아동복지시설","자치구","나경훈","1129000000","성북구","서울특별시 성북구 종암로19길18 (종암동)"
"해오름지역아동센터","B9595","(아동) 지역아동센터","아동복지시설","자치구","김경이","1171000000","송파구","서울특별시 송파구 백제고분로40길23 2층 (석촌동)"
"함께하는사랑밭독산지역아동센터","B9614","(아동) 지역아동센터","아동복지시설","자치구","김연정","1154500000","금천구","서울특별시 금천구 문성로44 (독산동)"
"강북구 공립지역아동센터","B9628","(아동) 지역아동센터","아동복지시설","자치구","김경화","1130500000","강북구","서울특별시 강북구 도봉로96다길15 (번동)"
"풍성한지역아동센터","B9650","(아동) 지역아동센터","아동복지시설","자치구","김경진","1138000000","은평구","서울특별시 은평구 증산로15길 62-12층 (신사동)"
"초록나무학교","B9651","(아동) 지역아동센터","아동복지시설","자치구","나영학","1147000000","양천구","서울특별시 양천구 오목로38길29 (신정동)"
"구립초안산숲속지역아동센터","B9654","(아동) 지역아동센터","아동복지시설","자치구","김혜숙","1135000000","노원구","서울특별시 노원구 덕릉로60길 199 (월계동)"
"다사랑영등포지역아동센터","B9689","(아동) 지역아동센터","아동복지시설","자치구","박상민","1156000000","영등포구","서울특별시 영등포구 신길로42길35 111동 903호 (신길동 삼성래미안아파트)"
"구립가재울지역아동센터","B9698","(아동) 지역아동센터","아동복지시설","자치구","임미심","1141000000","서대문구","서울특별시 서대문구 거북골로195-1 2층 (북가좌동 서대문꿈나무지원센터)"
"조이드림지역아동센터","B9706","(아동) 지역아동센터","아동복지시설","자치구","안미숙","1156000000","영등포구","서울특별시 영등포구 당산로38길 9-3 (당산동4가)"
"서울중심지역아동센터","B9709","(아동) 지역아동센터","아동복지시설","자치구","유영미","1174000000","강동구","서울특별시 강동구 천호대로162길34 215호 (성내동)"
"달마학교지역아동센터","B9711","(아동) 지역아동센터","아동복지시설","자치구","마선주","1120000000","성동구","서울특별시 성동구 성덕정길58 (성수동1가) 동현빌딩 4층"
"홍제주원지역아동센터","B9715","(아동) 지역아동센터","아동복지시설","자치구","김영수","1141000000","서대문구","서울특별시 서대문구 홍제원6길4 (홍제동)"
"부림지역아동센터","B9728","(아동) 지역아동센터","아동복지시설","자치구","김영미","1138000000","은평구","서울특별시 은평구 연서로37길 51 (불광동)"
"사랑지역아동센터","B9730","(아동) 지역아동센터","아동복지시설","자치구","임서연","1129000000","성북구","서울특별시 성북구 솔샘로 25 (정릉동)"
"우리들의공부방","B9734","(아동) 지역아동센터","아동복지시설","자치구","홍예진","1162000000","관악구","서울특별시 관악구 남부순환로 15352층 (신림동)(신림동)"
"베타니아","B9738","(아동) 공동생활가정","아동복지시설","자치구","이선중","1129000000","성북구","서울특별시 성북구 동소문로15길동소문로 15길 99 122동 1002호 (동소문동7가)"
"동작지역아동센터","B9747","(아동) 지역아동센터","아동복지시설","자치구","진영순","1159000000","동작구","서울특별시 동작구 국사봉길18 (신대방동) 3층"
"밝은지역아동센터","B9749","(아동) 지역아동센터","아동복지시설","자치구","박웅서","1150000000","강서구","서울특별시 강서구 양천로17길26-2 1층 (방화동)"
