"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"고척1동 우리동네키움센터","K0836","(아동) 다함께돌봄센터","아동복지시설","자치구","오현아","1153000000","구로구","서울특별시 구로구 중앙로1길18-19 104동 1층 109호 (고척동 현대아파트)"
"도봉3호점 우리동네키움센터","K0837","(아동) 다함께돌봄센터","아동복지시설","자치구","신정민","1132000000","도봉구","서울특별시 도봉구 도봉로180나길33-29 102동 1층 104호 (도봉동)"
"도봉2호점 우리동네키움센터","K0838","(아동) 다함께돌봄센터","아동복지시설","자치구","조혜경","1132000000","도봉구","서울특별시 도봉구 도봉로175길 10 3층 (도봉동 무수골작은도서관)"
"도봉4호점 우리동네키움센터","K0840","(아동) 다함께돌봄센터","아동복지시설","자치구","김은영","1132000000","도봉구","서울특별시 도봉구 해등로 50 323동 101호 (창동 창동주공아파트)"
"왕십리도선동아이꿈누리터(성동2호점 우리동네키움센터)","K0841","(아동) 다함께돌봄센터","아동복지시설","자치구","김동현","1120000000","성동구","서울특별시 성동구 마장로 141왕십리도선동주민센터 2층 (상왕십리동)"
"당산1동 아이랜드 (영등포2호점 우리동네키움센터)","K0843","(아동) 지역아동센터","아동복지시설","자치구","손영미","1156000000","영등포구","서울특별시 영등포구 당산로29길 9 (당산동3가)"
"구로3동 융합형 우리동네키움센터","K0845","(아동) 다함께돌봄센터","아동복지시설","자치구","송은주","1153000000","구로구","서울특별시 구로구 디지털로32가길 50 3~4층 (구로동)"
"구립 오금동 지역아동센터","K0846","(아동) 지역아동센터","아동복지시설","자치구","유은진","1171000000","송파구","서울특별시 송파구 동남로24길 37 2층 (오금동)"
"대림1동 아이랜드 (영등포3호점 우리동네키움센터)","K0847","(아동) 지역아동센터","아동복지시설","자치구","김성자","1156000000","영등포구","서울특별시 영등포구 시흥대로183길9-2 2층 (대림동)"
"사근동아이꿈누리터(성동9호점 우리동네키움센터)","K0879","(아동) 다함께돌봄센터","아동복지시설","자치구","성미정","1120000000","성동구","서울특별시 성동구 사근동길 37사근동공공복합청사 내 (사근동)"
"사당5동 우리동네키움센터","K0890","(아동) 다함께돌봄센터","아동복지시설","자치구","소정아","1159000000","동작구","서울특별시 동작구 사당로 154 2층 (사당동)"
"한사랑지역아동센터","K0903","(아동) 지역아동센터","아동복지시설","자치구","윤석주","1153000000","구로구","서울특별시 구로구 구로동로8길 56 101 201호 (구로동)"
"꿈의학교지역아동센터","K0911","(아동) 지역아동센터","아동복지시설","자치구","최요셉","1153000000","구로구","서울특별시 구로구 개봉로12길 9-30 2층 1호 (개봉동)"
"문정2동 송파키움센터","K0915","(아동) 다함께돌봄센터","아동복지시설","자치구","서진숙","1171000000","송파구","서울특별시 송파구 중대로4길 4 1층 (문정동)"
"구로행복한지역아동센터","K0918","(아동) 지역아동센터","아동복지시설","자치구","명수희","1153000000","구로구","서울특별시 구로구 개봉로15길42 2층 1호 (개봉동)"
"지구촌지역아동센터","K0920","(아동) 지역아동센터","아동복지시설","자치구","손하영","1153000000","구로구","서울특별시 구로구 남부순환로 1291 B동 2층 201호 (가리봉동)"
"금호대우아이꿈누리터(성동10호점 우리동네키움센터)","K0925","(아동) 다함께돌봄센터","아동복지시설","자치구","문정희","1120000000","성동구","서울특별시 성동구 독서당로 272금호4가동 주민센터 옆"
"용산2호점 우리동네키움센터","K0927","(아동) 다함께돌봄센터","아동복지시설","자치구","한순애","1117000000","용산구","서울특별시 용산구 이촌로2가길 75 1층 (이촌동)"
"용산4호점 우리동네키움센터","K0928","(아동) 다함께돌봄센터","아동복지시설","자치구","전민재","1117000000","용산구","서울특별시 용산구 효창원로 160 1층 (청파동3가 효창그리스도교회)"
"용산1호점 우리동네키움센터","K0929","(아동) 다함께돌봄센터","아동복지시설","자치구","이정심","1117000000","용산구","서울특별시 용산구 원효로64길 25 3층 (원효로2가 원동교회)"
"행복한집","K0945","(아동) 공동생활가정","아동복지시설","자치구","김숙희","1153000000","구로구","서울특별시 구로구 개봉로15길74-2 201202호 (개봉동 이레팰리스)"
"강남 다함께키움센터(청담)","K0955","(아동) 다함께돌봄센터","아동복지시설","자치구","김미라","1168000000","강남구","서울특별시 강남구 영동대로131길 26 3층 (청담동 강남청소년수련관)"
"가락본동 송파키움센터","K0959","(아동) 다함께돌봄센터","아동복지시설","자치구","구선영","1171000000","송파구","서울특별시 송파구 오금로36길 36 (가락동)"
"중화지역아동센터","K0969","(아동) 지역아동센터","아동복지시설","자치구","서성애","1126000000","중랑구","서울특별시 중랑구 봉화산로 98 (중화동)"
"한길지역아동센터","K0970","(아동) 지역아동센터","아동복지시설","자치구","장순현","1126000000","중랑구","서울특별시 중랑구 동일로110길 37 (상봉동)"
"강동꿈나무지역아동센터","K0976","(아동) 지역아동센터","아동복지시설","자치구","조윤우","1174000000","강동구","서울특별시 강동구 올림픽로89길 27-30 2층 (천호동)"
"산돌예빛지역아동센터","K0990","(아동) 지역아동센터","아동복지시설","자치구","서명옥","1171000000","송파구","서울특별시 송파구 풍성로20길33 (풍납동)"
"강남 다함께키움센터(세곡)","K1015","(아동) 다함께돌봄센터","아동복지시설","자치구","김민주","1168000000","강남구","서울특별시 강남구 밤고개로 231 A동 2층 202203호 (자곡동 훼미리타운)"
"용산5호점 우리동네키움센터","K1034","(아동) 다함께돌봄센터","아동복지시설","자치구","조혜은","1117000000","용산구","서울특별시 용산구 효창원로 39 2층 (신창동)"
"누리미지역아동센터","K1039","(아동) 지역아동센터","아동복지시설","자치구","강성구","1171000000","송파구","서울특별시 송파구 성내천로 237 2층 (마천동)"
"마을학교지역아동센터","K1058","(아동) 지역아동센터","아동복지시설","자치구","박순희","1174000000","강동구","서울특별시 강동구 풍성로54길 27 3층 (성내동)"
"서울특별시 제2호(동작) 거점형 키움센터","K1059","(아동) 다함께돌봄센터","아동복지시설","자치구","박은미","1159000000","동작구","서울특별시 동작구 대방동  340번지 4호 외 3필지 지상 1~2층(스페이스 살림 내)"
"고척2동 우리동네키움센터","K1063","(아동) 다함께돌봄센터","아동복지시설","자치구","조아영","1153000000","구로구","서울특별시 구로구 중앙로15길 80 2층 (고척동)"
"아름다운지역아동센터","K1073","(아동) 지역아동센터","아동복지시설","자치구","김창무","1174000000","강동구","서울특별시 강동구 아리수로94길 19 상가동 204호"
"강일지역아동센터","K1074","(아동) 지역아동센터","아동복지시설","자치구","박필화","1174000000","강동구","서울특별시 강동구 구천면로100길 23 2층 (상일동)"
"강남다함께키움센터(도성)","K1079","(아동) 다함께돌봄센터","아동복지시설","자치구","나명경","1168000000","강남구","서울특별시 강남구 역삼로52길14 304호 (역삼동 도곡프라자)"
"푸른솔지역아동센터","K1082","(아동) 지역아동센터","아동복지시설","자치구","조현정","1171000000","송파구","서울특별시 송파구 풍성로 6 2층 (풍납동)"
"신도림동 우리동네키움센터","K1083","(아동) 다함께돌봄센터","아동복지시설","자치구","김경희","1153000000","구로구","서울특별시 구로구 신도림로 20 4층 401호 (신도림동)"
"그린리버지역아동센터","K1085","(아동) 지역아동센터","아동복지시설","자치구","이종명","1171000000","송파구","서울특별시 송파구 성내천로 189 3층 (마천동)"
"베다니지역아동센터","K1089","(아동) 지역아동센터","아동복지시설","자치구","이은혜","1132000000","도봉구","서울특별시 도봉구 우이천로48길 4 2층 (쌍문동)"
"아름다운꿈지역아동센터","K1090","(아동) 지역아동센터","아동복지시설","자치구","홍금표","1171000000","송파구","서울특별시 송파구 마천로305 3층 (마천동)"
"즐거운지역아동센터","K1097","(아동) 지역아동센터","아동복지시설","자치구","지경희","1132000000","도봉구","서울특별시 도봉구 노해로210 4층 (쌍문동 서울빌딩)"
"경희지역아동센터","K1105","(아동) 지역아동센터","아동복지시설","자치구","김보람","1121500000","광진구","서울특별시 광진구 긴고랑로7길54 (중곡동)"
"한사랑지역아동센터","K1106","(아동) 지역아동센터","아동복지시설","자치구","천은정","1121500000","광진구","서울특별시 광진구 동일로54길 20 (군자동)"
"배움터지역아동센터","K1118","(아동) 지역아동센터","아동복지시설","자치구","박정옥","1174000000","강동구","서울특별시 강동구 성안로 188-0 (길동)188 2층 (길동)"
"연희동 우리동네키움센터","K1120","(아동) 다함께돌봄센터","아동복지시설","자치구","김현정","1141000000","서대문구","서울특별시 서대문구 연희로 139-5 2층 (연희동)"
"돋움지역아동센터","K1123","(아동) 지역아동센터","아동복지시설","자치구","김경희","1174000000","강동구","서울특별시 강동구 동남로81길 82 3층 (고덕동)"
"하늘품공동생활가정","K1124","(아동) 공동생활가정","아동복지시설","자치구","김현애","1144000000","마포구","서울특별시 마포구 월드컵북로 501 (상암동 상암월드컵파크9단지)"
"같이","K1126","(아동) 공동생활가정","아동복지시설","자치구","박유미","1126000000","중랑구","서울특별시 중랑구 용마산로271 103동 604호 (면목동 면목동금호어울림아파트)"
"위례동 송파키움센터","K1128","(아동) 다함께돌봄센터","아동복지시설","자치구","이경해","1171000000","송파구","서울특별시 송파구 위례순환로 477 2321동 1층 (장지동)"
"꿈꾸는지역아동센터","K1132","(아동) 지역아동센터","아동복지시설","자치구","김윤옥","1171000000","송파구","서울특별시 송파구 동남로280 4층 (오금동)"
"종로구 2호점 우리동네키움센터","K1183","(아동) 다함께돌봄센터","아동복지시설","자치구","이명회","1111000000","종로구","서울특별시 종로구 세검정로 259 102호 (신영동 진안빌라)"
"항동 우리동네키움센터","K1194","(아동) 다함께돌봄센터","아동복지시설","자치구","이영미","1153000000","구로구","서울특별시 구로구 항동로3길 4 2층 201호 (항동)"
"온수동 우리동네키움센터","K1195","(아동) 다함께돌봄센터","아동복지시설","자치구","김광민","1153000000","구로구","서울특별시 구로구 부일로 875 2층 (온수동)"
"오류2동 우리동네키움센터","K1196","(아동) 다함께돌봄센터","아동복지시설","자치구","김성림","1153000000","구로구","서울특별시 구로구 서해안로24길 27 2층 (오류동)"
"천왕숲 우리동네키움센터","K1197","(아동) 다함께돌봄센터","아동복지시설","자치구","이재원","1153000000","구로구","서울특별시 구로구 오리로 1102-6 1층 106호 (천왕동)"
"석촌동 송파키움센터","K1224","(아동) 다함께돌봄센터","아동복지시설","자치구","박혜영","1171000000","송파구","서울특별시 송파구 백제고분로37길 4 1층 (석촌동)"
"라온지역아동센터","K1228","(아동) 지역아동센터","아동복지시설","자치구","주미정","1120000000","성동구","서울특별시 성동구 동일로 245 3층 (송정동)"
"솔바람지역아동센터","K1237","(아동) 지역아동센터","아동복지시설","자치구","박용호","1171000000","송파구","서울특별시 송파구 성내천로 271 3층 (마천동)"
"방이1동 송파키움센터","K1243","(아동) 다함께돌봄센터","아동복지시설","자치구","오문옥","1171000000","송파구","서울특별시 송파구 가락로 270 2층 (방이동 우정팰리스)"
"장지동 송파키움센터","K1249","(아동) 다함께돌봄센터","아동복지시설","자치구","이현숙","1171000000","송파구","서울특별시 송파구 새말로8길 9 2층 (문정동)"
"가락2동 송파키움센터","K1260","(아동) 다함께돌봄센터","아동복지시설","자치구","오시윤","1171000000","송파구","서울특별시 송파구 중대로20길 14 2층 (가락동)"
"삼전동2호 송파키움센터","K1267","(아동) 다함께돌봄센터","아동복지시설","자치구","전미나","1171000000","송파구","서울특별시 송파구 석촌호수로 158 2층 (삼전동)"
"오금동 송파키움센터","K1269","(아동) 다함께돌봄센터","아동복지시설","자치구","남미우","1171000000","송파구","서울특별시 송파구 동남로28길 40 3층 (오금동)"
"송파2동 송파키움센터","K1281","(아동) 다함께돌봄센터","아동복지시설","자치구","심재희","1171000000","송파구","서울특별시 송파구 송이로10길 12 2층 (송파동)"
"은총의 집","K1325","(아동) 공동생활가정","아동복지시설","자치구","김은미","1129000000","성북구","서울특별시 성북구 솔샘로17길 81-4 (정릉동)"
"잠실본동2호점 송파키움센터","K1521","(아동) 다함께돌봄센터","아동복지시설","자치구","정재우","1171000000","송파구","서울특별시 송파구 백제고분로 139 B동 2층 (잠실동)"
"신금호아이꿈누리터(성동11호점 우리동네키움센터)","K1531","(아동) 다함께돌봄센터","아동복지시설","자치구","이지숙","1120000000","성동구","서울특별시 성동구 행당로 6103호 (금호동1가)"
"송파희망세상지역아동센터","K1580","(아동) 지역아동센터","아동복지시설","자치구","이정훈","1171000000","송파구","서울특별시 송파구 오금로64길 4 2층 (거여동)"
"예닮의집","K1950","(아동) 공동생활가정","아동복지시설","자치구","장영숙","1130500000","강북구","서울특별시 강북구 화계사길 5-15 (수유동)"
"해밀지역아동센터","K2281","(아동) 지역아동센터","아동복지시설","자치구","허보영","1171000000","송파구","서울특별시 송파구 문정로 259 401호 (오금동)"
"조대봉님","P0002","(아동) 아동양육시설","아동복지시설","자치구","조대봉","1165000000","서초구","서울특별시 서초구 방배로20길 45층방배동"
"지온보육원","X9433","(아동) 아동양육시설","아동복지시설","자치구","박국자","1150000000","강서구","서울특별시 강서구 금낭화로26가길 120"
